"","V1","V2","V3","V4","V5","V6"
"1",1.69316473719925,1.34243790668544,1.04319549374755,0.885042015558296,0.506519765055359,0.227524319193517
"2",1.49832911132205,1.17458532299998,0.848877028235254,0.627915116380062,0.283157860433988,0.0293143888067972
"3",1.58758496460279,1.34094766285832,1.01794624067777,0.801311125697632,0.522719385968322,0.0864600796127916
"4",1.68518606076349,1.30845404410216,1.07509390628066,0.732911940571362,0.448735906215572,0.232187597679598
"5",1.60437021313739,1.26271924654312,0.912433313194273,0.691895558427016,0.349246865261207,0.0229965105139003
"6",1.60561507347882,1.39153774891849,1.13041156638419,0.780904587426338,0.542728088099053,0.181561610618725
"7",1.62653341569599,1.39670834834946,1.16710421916743,0.861445557280995,0.427668139101691,0.155790049815803
"8",1.61077854561016,1.33229740749358,1.07815175019924,0.740288827382817,0.514751612337587,0.0451853182105298
"9",1.56223692278053,1.34355155896457,0.97705245402426,0.846808481712738,0.499468146890396,0.11205316442626
"10",1.63021385650127,1.27414489750383,0.95051291422843,0.778573078645522,0.462672805910394,0.0129158883967003
"11",1.6298440792983,1.32863465706915,1.09876199410598,0.864007900699454,0.423559526618712,-0.0614626012844239
"12",1.58287975919639,1.34663016592074,0.92353244629068,0.763902967242441,0.488114994850951,0.189173832922857
"13",1.63748792273716,1.34108550793616,1.18060109051245,0.865225251710516,0.463878527837903,0.246953643703866
"14",1.66731143062178,1.44102109523295,1.15220243627674,0.908751096516989,0.749541655047846,0.372318493459785
"15",1.59630641958206,1.3107347250954,1.03460792592004,0.763587798432242,0.549528782363568,0.296444188940685
"16",1.48186769113299,1.25267171320584,1.09155004800227,0.839141278092124,0.484323626340166,0.0797801609171052
"17",1.60736157465144,1.31896467180787,0.968922669800557,0.748630760609293,0.611031602233382,0.218027013907711
"18",1.6242523830819,1.38327315605332,1.07195205834341,0.654130404693357,0.434258686719264,0.158394199566864
"19",1.5991537704118,1.3062252459508,0.981943629465843,0.628487645315517,0.483307774100937,0.132137081381104
"20",1.62342811978422,1.26932744620852,1.01189480780188,0.694195147778492,0.618832548325958,0.276240095503234
"21",1.60734889514106,1.31226324341907,0.952037693959985,0.796813386042831,0.586825257996035,0.165606721392171
"22",1.57208129805835,1.31027249929017,1.03723840366915,0.878354201248893,0.550291167129583,0.193994716967789
"23",1.63851948245089,1.34349926798729,1.07103069155183,0.792476869046569,0.597949481373172,0.268781811817197
"24",1.59057027774815,1.3390296603902,1.09047929395362,0.832608941945407,0.622789536024232,0.537826981622528
"25",1.70057109121921,1.43488484966687,1.0803057951288,0.832777019119599,0.551908524837714,0.143074457173674
"26",1.64523713756623,1.27507581099936,0.991320251230024,0.606308393074795,0.430310623740793,0.0974457168604658
"27",1.63862167096852,1.41723907293032,1.16174575948896,0.821213893728205,0.381701376289202,0.163421011457969
"28",1.6856617782834,1.35011444133776,1.16292710533935,0.870571771680912,0.652587567329292,0.418024458861597
"29",1.60412787928497,1.33254262503554,0.977463548000313,0.783452625424113,0.443990295797832,0.125424873684739
"30",1.62245347392866,1.3576413337979,1.03651020543179,0.80076684911609,0.515025068910504,0.192235290125956
