"","V1","V2","V3","V4","V5","V6"
"1",1.82599060853707,1.47502130146194,1.17362950322106,1.03317647083702,0.762466095790828,0.544573142531784
"2",1.65278980770861,1.4280805635137,1.10987681088743,1.01972992314634,0.652089045118043,0.500248822090606
"3",1.70988295760316,1.55906386896011,1.29650214851138,1.14979645791316,0.84460969629235,0.571318292037064
"4",1.75485165060371,1.50098637729217,1.21591982623998,0.992040408191151,0.698468877925494,0.636373768741449
"5",1.80619605043477,1.48299234072108,1.19220906858148,0.856308932049847,0.568001959803204,0.435835364334672
"6",1.77036638060124,1.50704405113697,1.26821780804542,0.996543064192129,0.82462972167148,0.546199467044652
"7",1.77216180742563,1.51125020893493,1.23258215304562,1.00547667464074,0.710172175728005,0.527355808257059
"8",1.70604650039838,1.45918072959008,1.26820439994184,0.954396667543388,0.704605699865836,0.332584643418698
"9",1.71196814864307,1.53746787076893,1.10856487179348,1.07006411965823,0.72982877823214,0.422481617794911
"10",1.75575211610725,1.452241576164,1.17179275718649,0.982052722410714,0.799708350798447,0.329423991385175
"11",1.7951616892941,1.54223348865028,1.23763545118634,1.101421364171,0.760498061315728,0.389309289510489
"12",1.70554851046377,1.46420876277737,1.12195385730258,1.07556595333623,0.73244275729119,0.545992739457802
"13",1.73687670953623,1.37874081538177,1.30678191636258,1.02833759663242,0.702452677895888,0.669734565763807
"14",1.78696955256373,1.50687547468104,1.34098994918815,1.05052008578483,0.918600993938888,0.637419788369858
"15",1.77774031569103,1.55107397619038,1.23241611177305,0.996424110722022,0.768553259764762,0.609496812365407
"16",1.81065393884558,1.60666604598993,1.29431072591308,1.02254714444529,0.789382672780978,0.512939342044629
"17",1.88929441299449,1.47965999874779,1.26923397040576,1.01870565393552,0.836308344768149,0.569275813712502
"18",1.76917423326567,1.53078269868863,1.2972896661961,0.889109513498853,0.76725246436368,0.47990090105536
"19",1.75366545128886,1.47013268125795,1.1892996397062,0.897800846354164,0.746314665439723,0.436634009135743
"20",1.77200295196187,1.53797245725511,1.28311200847019,0.934132413325322,0.89446024674049,0.444052052982462
"21",1.66904102429232,1.52545013982056,1.2090184833589,0.995498513023682,0.862122656114508,0.467084346740822
"22",1.74865909703375,1.56453161672566,1.31700141855962,1.07476804106082,0.825377856908811,0.435302707628044
"23",1.780463765415,1.49954926295052,1.23961334536555,0.992789610414185,0.813154771256134,0.553430317970344
"24",1.77284754781577,1.51971042063607,1.26796059416738,0.984344376250693,0.808431708495763,0.748246527943342
"25",1.84001338103605,1.57298617347638,1.28220686056508,1.06631700899473,0.825477569637356,0.443383577575331
"26",1.80597227440704,1.46678909155255,1.29250947343273,0.833157878134357,0.730964276165771,0.443472072725847
"27",1.67718200844572,1.51490194443729,1.24005821350753,0.978467501967103,0.581570089242197,0.424911688008668
"28",1.86659132118007,1.55809145489924,1.32923322453848,1.07392383157509,0.861816396137872,0.757221390505137
"29",1.74092373817759,1.57984016317895,1.20179182283981,1.01628649204541,0.678090599297567,0.512523750839402
"30",1.79587903621736,1.58219212513011,1.30766399082967,0.980342788688301,0.743094668952688,0.490097695322823
"31",1.67169650219362,1.51276876387476,1.17302907235315,0.913416948050706,0.732320802303544,0.345158374511166
"32",1.69510585619042,1.526087170119,1.20881853346096,0.955861636294273,0.679514807920345,0.523337868119891
"33",1.79937598800023,1.51590659877855,1.27137847758945,0.902402091495797,0.596513872567114,0.398988517546265
"34",1.89276638656905,1.52743544996114,1.2299221995614,1.00640166661663,0.793092295718519,0.570646278956376
"35",1.74309296926727,1.48664889064366,1.20701657252892,0.915621752020185,0.695520977325807,0.422592350357968
"36",1.72115286208576,1.42265832495737,1.21756186773162,1.02495631416523,0.701666382393284,0.458257321991464
"37",1.78959083879275,1.47746859212931,1.33721690086858,0.952901336697611,0.781594533917915,0.345066031064448
"38",1.74750527871934,1.46885832950449,1.27416863594817,0.909131508564559,0.731087837352801,0.500842075792253
"39",1.67544943081373,1.46115211311553,1.23575535652236,1.0221693025387,0.700039910881412,0.547529295635941
"40",1.60570540860787,1.43467806922498,1.18033118097281,0.925433622911149,0.68118417965643,0.624329153896954
"41",1.85341772634077,1.56133372325534,1.2494118391476,0.988761092375378,0.883024455876416,0.701413067382154
"42",1.70504558889906,1.57805420632421,1.20453513416066,0.983256803514025,0.790372337727089,0.676631793444425
"43",1.78749185275211,1.46445156495839,1.26545555593882,0.926145452448726,0.802779270624158,0.409632709325118
"44",1.77669520726377,1.50300410050474,1.26853295351639,1.08757549033104,0.737015094798136,0.544110863508703
"45",1.69211258977556,1.4788714430801,1.307966216504,0.921259782059632,0.720374088342898,0.625058876842193
"46",1.69005217815481,1.53742026664455,1.38732730818567,0.966445514179465,0.801518020281601,0.523043749949351
"47",1.72729582363468,1.38531480855541,1.24660037310609,0.96373247109132,0.685270027295353,0.285074003247158
"48",1.86988396998165,1.55239237256545,1.29051434742805,1.01604786381462,0.599129163749637,0.484960613561445
"49",1.69138222672493,1.42922990995105,1.217516799179,1.08525162547951,0.71467058266165,0.528211050896262
"50",1.80066431143908,1.51569707473935,1.29251612678718,1.10249330346974,0.818477308248558,0.62242377300384
"51",1.816607276716,1.50821099665887,1.22711332293243,0.916079184419857,0.75024708421277,0.584987023709163
"52",1.8700185064841,1.66232803629671,1.26681031161776,0.991594365579478,0.771465163877906,0.485675707271902
"53",1.81697738706497,1.54040893522286,1.20097946586825,0.975161432290856,0.733442205476303,0.356411648616628
